,Unnamed: 0,uid,b_visit,b_pol_handling,b_safety,e_visit,e_pol_handling,e_safety,e_gender,hh_id,member_gender,ps_code,population,urban,dist_urban,treatment,regular_whd,women_whd,attrited,e_gender_encoded,member_gender_encoded,urban_encoded,treatment_encoded
0,0,10512011,0.0,0.44444445,3.6666667,0.0,0.5,4.0,Female,1051201.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2,2,10512031,0.0,-0.11111111,2.3333333,0.0,0.25,2.0,Female,1051203.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
10,10,10512141,0.0,0.0,3.6666667,0.0,1.0,3.0,Female,1051214.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
13,13,10512171,1.0,0.0,3.3333333,0.0,0.33333334,2.0,Female,1051217.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15,15,10512201,0.0,-0.11111111,1.6666666,0.0,-0.2,2.0,Female,1051220.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
17,17,10512241,1.0,0.7777778,4.0,1.0,0.6666667,3.3333333,Female,1051224.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
18,18,10512251,1.0,0.25,3.6666667,1.0,0.0,3.6666667,Female,1051225.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
19,19,10512261,0.0,-0.5555556,3.6666667,0.0,0.0,2.6666667,Female,1051226.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
20,20,10512271,0.0,0.125,3.3333333,0.0,-0.2,3.0,Female,1051227.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
25,25,10512321,0.0,0.6666667,3.6666667,0.0,0.0,4.0,Female,1051232.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
27,27,10512351,0.0,0.0,3.3333333,1.0,-0.33333334,2.6666667,Female,1051235.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
30,30,10512421,0.0,-0.33333334,3.3333333,1.0,-0.14285715,4.0,Female,1051242.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
33,33,10512451,0.0,0.33333334,3.0,0.0,1.0,3.6666667,Female,1051245.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
35,35,10512481,0.0,0.5,3.3333333,0.0,1.0,3.0,Female,1051248.0,female,3023.0,107000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
38,38,10522031,0.0,0.11111111,3.3333333,0.0,0.71428573,3.0,Female,1052203.0,female,3024.0,154026,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
39,39,10522061,0.0,0.125,3.6666667,0.0,1.0,3.0,Female,1052206.0,female,3024.0,154026,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
41,41,10522101,0.0,-0.6666667,3.0,0.0,0.0,3.0,Female,1052210.0,female,3024.0,154026,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
47,47,10522231,0.0,-0.6666667,3.0,0.0,-0.2857143,3.0,Female,1052223.0,female,3024.0,154026,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
49,49,10522271,0.0,-0.125,3.0,0.0,0.5,2.6666667,Female,1052227.0,female,3024.0,154026,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
51,51,10522321,0.0,0.0,3.0,0.0,0.0,3.3333333,Female,1052232.0,female,3024.0,154026,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
55,55,10522401,0.0,0.33333334,3.0,0.0,0.75,3.0,Female,1052240.0,female,3024.0,154026,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
58,58,10522451,0.0,1.0,3.3333333,0.0,0.125,3.0,Female,1052245.0,female,3024.0,154026,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
59,59,10522481,0.0,1.0,3.6666667,0.0,1.0,4.0,Female,1052248.0,female,3024.0,154026,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
63,63,10532041,0.0,-1.0,1.6666666,0.0,0.75,3.0,Female,1053204.0,female,3025.0,85000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
64,64,10532051,0.0,0.25,3.0,0.0,1.0,3.0,Female,1053205.0,female,3025.0,85000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
67,67,10532091,0.0,0.0,2.6666667,0.0,0.25,2.3333333,Female,1053209.0,female,3025.0,85000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
70,70,10532141,0.0,0.0,3.6666667,1.0,-0.16666667,3.6666667,Female,1053214.0,female,3025.0,85000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
75,75,10532181,0.0,0.0,3.0,0.0,0.375,2.6666667,Female,1053218.0,female,3025.0,85000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
76,76,10532191,0.0,0.33333334,2.6666667,0.0,-0.25,2.0,Female,1053219.0,female,3025.0,85000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
80,80,10532221,0.0,1.0,3.3333333,1.0,0.6666667,3.3333333,Female,1053222.0,female,3025.0,85000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
82,82,10532251,0.0,0.7777778,3.3333333,1.0,0.875,3.0,Female,1053225.0,female,3025.0,85000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
86,86,10532341,0.0,-0.375,3.3333333,0.0,0.0,2.6666667,Female,1053234.0,female,3025.0,85000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
87,87,10532381,0.0,-0.2,3.6666667,0.0,0.0,3.0,Female,1053238.0,female,3025.0,85000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
94,94,10542011,0.0,0.33333334,3.3333333,0.0,0.875,3.5,Female,1054201.0,female,3026.0,215000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
95,95,10542021,0.0,0.33333334,3.0,0.0,0.5714286,3.3333333,Female,1054202.0,female,3026.0,215000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
97,97,10542051,0.0,0.33333334,3.6666667,1.0,1.0,3.3333333,Female,1054205.0,female,3026.0,215000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
103,103,10542121,0.0,0.6666667,3.6666667,0.0,1.0,3.0,Female,1054212.0,female,3026.0,215000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
107,107,10542191,0.0,1.0,3.6666667,0.0,0.8333333,3.6666667,Female,1054219.0,female,3026.0,215000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
110,110,10542241,0.0,1.0,3.3333333,0.0,0.33333334,3.3333333,Female,1054224.0,female,3026.0,215000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
122,122,10542401,0.0,1.0,3.6666667,0.0,1.0,3.6666667,Female,1054240.0,female,3026.0,215000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
127,127,10542451,0.0,-0.16666667,3.3333333,0.0,0.0,3.6666667,Female,1054245.0,female,3026.0,215000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
128,128,10542471,0.0,0.0,3.0,0.0,0.0,3.6666667,Female,1054247.0,female,3026.0,215000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
129,129,10542481,0.0,0.5555556,3.6666667,0.0,1.0,3.6666667,Female,1054248.0,female,3026.0,215000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
131,131,10552051,0.0,-0.16666667,3.6666667,0.0,1.0,3.0,Female,1055205.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
132,132,10552081,0.0,0.875,3.0,0.0,0.6666667,3.3333333,Female,1055208.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
135,135,10552131,0.0,0.875,3.3333333,0.0,0.5,2.6666667,Female,1055213.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
136,136,10552141,0.0,0.44444445,3.3333333,0.0,0.6666667,2.6666667,Female,1055214.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
138,138,10552151,0.0,-0.44444445,2.6666667,0.0,0.4,3.0,Female,1055215.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
139,139,10552161,0.0,1.0,3.3333333,0.0,1.0,3.0,Female,1055216.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
140,140,10552171,0.0,0.7777778,3.0,1.0,0.5,3.0,Female,1055217.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
142,142,10552191,0.0,0.5,3.0,0.0,1.0,2.3333333,Female,1055219.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
144,144,10552201,0.0,-1.0,3.0,0.0,1.0,3.3333333,Female,1055220.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
146,146,10552221,0.0,0.5555556,3.6666667,0.0,0.71428573,2.6666667,Female,1055222.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
147,147,10552231,0.0,0.125,2.6666667,0.0,0.2857143,1.0,Female,1055223.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
151,151,10552261,0.0,0.0,3.6666667,0.0,0.5,3.0,Female,1055226.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
153,153,10552281,0.0,0.22222222,3.6666667,0.0,0.5714286,4.0,Female,1055228.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
155,155,10552301,0.0,-0.5,3.0,1.0,0.33333334,4.0,Female,1055230.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
157,157,10552321,0.0,-1.0,3.3333333,0.0,0.5,2.6666667,Female,1055232.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
158,158,10552331,0.0,0.6666667,3.6666667,1.0,0.6666667,3.3333333,Female,1055233.0,female,3027.0,90000,Rural,3.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
162,162,10562031,0.0,-0.25,3.0,0.0,1.0,4.0,Female,1056203.0,female,3028.0,35000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
163,163,10562051,1.0,0.8888889,2.0,1.0,0.375,3.6666667,Female,1056205.0,female,3028.0,35000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
174,174,10562251,0.0,0.0,2.6666667,0.0,0.5714286,2.6666667,Female,1056225.0,female,3028.0,35000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
177,177,10562281,0.0,0.0,3.6666667,0.0,0.5714286,2.6666667,Female,1056228.0,female,3028.0,35000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
179,179,10562311,0.0,0.375,2.6666667,0.0,0.0,3.6666667,Female,1056231.0,female,3028.0,35000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
181,181,10562351,0.0,0.5,3.3333333,0.0,0.75,2.6666667,Female,1056235.0,female,3028.0,35000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
183,183,10562391,0.0,0.0,3.3333333,0.0,1.0,4.0,Female,1056239.0,female,3028.0,35000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
185,185,10562401,0.0,0.5,2.6666667,0.0,1.0,2.3333333,Female,1056240.0,female,3028.0,35000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
189,189,10562461,0.0,-0.22222222,3.3333333,0.0,0.625,2.3333333,Female,1056246.0,female,3028.0,35000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
190,190,10572011,0.0,0.22222222,3.3333333,0.0,0.5,2.6666667,Female,1057201.0,female,3029.0,40000,Rural,3.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
192,192,10572031,0.0,0.0,3.3333333,0.0,0.42857143,2.6666667,Female,1057203.0,female,3029.0,40000,Rural,3.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
193,193,10572041,1.0,0.0,3.3333333,0.0,1.0,3.0,Female,1057204.0,female,3029.0,40000,Rural,3.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
199,199,10572091,0.0,-0.11111111,3.0,0.0,0.5,2.6666667,Female,1057209.0,female,3029.0,40000,Rural,3.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
207,207,10572191,0.0,-0.6666667,3.6666667,0.0,-0.125,3.0,Female,1057219.0,female,3029.0,40000,Rural,3.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
208,208,10572221,0.0,-0.11111111,3.6666667,0.0,0.5,2.6666667,Female,1057222.0,female,3029.0,40000,Rural,3.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
211,211,10572261,0.0,0.25,3.6666667,0.0,0.71428573,2.6666667,Female,1057226.0,female,3029.0,40000,Rural,3.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
212,212,10572271,0.0,-0.625,3.3333333,0.0,0.4,1.6666666,Female,1057227.0,female,3029.0,40000,Rural,3.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
213,213,10572281,0.0,0.8888889,3.6666667,0.0,0.625,3.3333333,Female,1057228.0,female,3029.0,40000,Rural,3.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
215,215,10572301,0.0,1.0,3.6666667,1.0,0.8,3.6666667,Female,1057230.0,female,3029.0,40000,Rural,3.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
216,216,10572321,0.0,0.33333334,3.0,0.0,-0.16666667,3.3333333,Female,1057232.0,female,3029.0,40000,Rural,3.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
220,220,10572351,0.0,0.0,3.0,0.0,0.2,3.0,Female,1057235.0,female,3029.0,40000,Rural,3.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
222,222,10582031,0.0,0.44444445,3.3333333,0.0,0.0,2.0,Female,1058203.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
223,223,10582041,1.0,0.5714286,3.3333333,0.0,0.14285715,3.0,Female,1058204.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
228,228,10582081,0.0,1.0,3.3333333,0.0,-0.6,2.0,Female,1058208.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
230,230,10582101,0.0,0.6666667,3.6666667,0.0,-0.33333334,2.3333333,Female,1058210.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
233,233,10582131,1.0,-0.8,3.3333333,1.0,0.0,3.0,Female,1058213.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
234,234,10582141,0.0,1.0,3.3333333,0.0,0.5,3.0,Female,1058214.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
236,236,10582151,0.0,0.5555556,3.3333333,0.0,0.0,3.6666667,Female,1058215.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
237,237,10582161,0.0,0.6666667,3.0,0.0,0.8,3.3333333,Female,1058216.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
238,238,10582171,1.0,-0.5555556,3.0,0.0,0.6666667,4.0,Female,1058217.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
241,241,10582211,0.0,0.14285715,3.0,0.0,0.33333334,2.6666667,Female,1058221.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
243,243,10582231,0.0,0.0,3.3333333,0.0,1.0,3.6666667,Female,1058223.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
244,244,10582241,0.0,0.5,3.6666667,0.0,0.14285715,2.6666667,Female,1058224.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
246,246,10582251,0.0,0.44444445,3.0,0.0,0.0,3.3333333,Female,1058225.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
247,247,10582261,0.0,1.0,2.6666667,0.0,1.0,3.3333333,Female,1058226.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
252,252,10582311,0.0,1.0,4.0,1.0,0.5,3.0,Female,1058231.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
253,253,10582321,0.0,0.25,3.6666667,0.0,1.0,4.0,Female,1058232.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
254,254,10582331,0.0,1.0,3.6666667,0.0,1.0,4.0,Female,1058233.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
255,255,10582341,0.0,0.75,4.0,0.0,1.0,2.6666667,Female,1058234.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
256,256,10582361,0.0,0.25,3.6666667,0.0,0.125,2.6666667,Female,1058236.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
258,258,10582381,1.0,-0.14285715,3.0,0.0,1.0,2.6666667,Female,1058238.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
259,259,10582391,0.0,0.33333334,3.3333333,1.0,0.5,3.6666667,Female,1058239.0,female,3030.0,150000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
270,270,10592011,0.0,0.71428573,3.3333333,0.0,0.14285715,4.0,Female,1059201.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
271,271,10592021,0.0,0.85714287,3.6666667,0.0,0.33333334,3.6666667,Female,1059202.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
273,273,10592041,0.0,0.44444445,3.0,0.0,0.8333333,3.0,Female,1059204.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
275,275,10592051,0.0,0.8888889,3.0,0.0,0.71428573,3.3333333,Female,1059205.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
277,277,10592081,0.0,0.33333334,3.3333333,1.0,1.0,3.0,Female,1059208.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
279,279,10592111,0.0,0.5,3.6666667,0.0,0.375,3.0,Female,1059211.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
280,280,10592121,1.0,0.6666667,3.3333333,0.0,0.6,2.5,Female,1059212.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
283,283,10592161,0.0,1.0,2.3333333,1.0,0.5,2.6666667,Female,1059216.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
284,284,10592171,0.0,-0.6666667,2.6666667,0.0,0.2,2.6666667,Female,1059217.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
285,285,10592181,0.0,0.75,3.6666667,0.0,0.8,3.0,Female,1059218.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
286,286,10592191,0.0,0.5555556,3.3333333,0.0,1.0,3.0,Female,1059219.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
287,287,10592211,1.0,0.8888889,2.6666667,0.0,0.0,3.0,Female,1059221.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
289,289,10592241,0.0,-0.14285715,4.0,0.0,0.71428573,3.3333333,Female,1059224.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
292,292,10592261,0.0,0.0,3.6666667,0.0,1.0,2.6666667,Female,1059226.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
297,297,10592331,0.0,1.0,3.3333333,0.0,1.0,3.6666667,Female,1059233.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
298,298,10592341,1.0,-0.5714286,2.6666667,0.0,0.8333333,3.3333333,Female,1059234.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
299,299,10592350,0.0,0.0,3.3333333,0.0,0.0,3.6666667,Female,1059235.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
300,300,10592370,0.0,1.0,3.6666667,1.0,1.0,3.0,Female,1059237.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
301,301,10592381,0.0,1.0,3.6666667,0.0,1.0,3.6666667,Female,1059238.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302,302,10592391,0.0,1.0,3.0,0.0,-0.6,3.3333333,Female,1059239.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
303,303,10592401,0.0,0.7777778,3.0,0.0,1.0,3.5,Female,1059240.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
304,304,10592421,0.0,0.5555556,2.3333333,1.0,-0.6666667,3.3333333,Female,1059242.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
307,307,10592481,0.0,1.0,3.3333333,0.0,0.85714287,3.6666667,Female,1059248.0,female,3031.0,400000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
310,310,10602051,0.0,0.11111111,3.3333333,0.0,-0.33333334,2.3333333,Female,1060205.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
311,311,10602061,1.0,0.42857143,2.3333333,0.0,0.6,3.0,Female,1060206.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
314,314,10602091,0.0,0.7777778,3.0,0.0,0.71428573,3.0,Female,1060209.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
317,317,10602121,0.0,0.125,3.6666667,0.0,0.0,3.0,Female,1060212.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
318,318,10602131,0.0,-1.0,2.3333333,1.0,0.2,3.0,Female,1060213.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
319,319,10602141,0.0,0.25,4.0,0.0,0.5,3.3333333,Female,1060214.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
321,321,10602151,1.0,0.33333334,3.3333333,0.0,-0.2857143,2.6666667,Female,1060215.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
324,324,10602201,0.0,0.6666667,2.0,0.0,1.0,3.0,Female,1060220.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
326,326,10602221,0.0,0.11111111,2.3333333,0.0,0.25,3.6666667,Female,1060222.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
328,328,10602241,0.0,0.0,3.3333333,0.0,0.25,2.6666667,Female,1060224.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
330,330,10602251,0.0,0.0,3.0,0.0,0.14285715,3.3333333,Female,1060225.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
333,333,10602281,0.0,0.0,2.3333333,0.0,0.0,2.6666667,Female,1060228.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
334,334,10602291,0.0,-0.44444445,3.3333333,0.0,0.0,3.3333333,Female,1060229.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
336,336,10602311,0.0,0.0,3.0,0.0,0.25,3.6666667,Female,1060231.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
337,337,10602321,0.0,0.71428573,3.0,0.0,0.375,3.6666667,Female,1060232.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
339,339,10602381,0.0,-0.75,2.3333333,0.0,-0.2,2.6666667,Female,1060238.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
340,340,10602391,0.0,0.5555556,2.6666667,0.0,0.75,2.6666667,Female,1060239.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
341,341,10602401,0.0,0.5,3.6666667,0.0,0.75,2.6666667,Female,1060240.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
343,343,10602471,0.0,-0.125,3.0,0.0,0.71428573,2.3333333,Female,1060247.0,female,3032.0,180000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
344,344,10612011,1.0,0.22222222,3.0,0.0,0.6666667,3.6666667,Female,1061201.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
